cik,company_name,Cleaned_company_name,Score
1639843,"BA Wiehle Investors, LLC",bawiehleinvestors,
1428854,Ba'alawi Soud,baalawisoud,
1499838,"BA-Insight, Inc.",bainsight,
1499838,"BA-INSIGHT, INC.",bainsight,
897848,BAA PLC /FI,baafi,
1175145,BAAB CARLTON H,baabcarltonh,
1263609,BAACH MICHAEL K,baachmichaelk,
1134840,BAACK LYLE A,baacklylea,
1557144,BAACK SARA,baacksara,
1557144,Baack Sara,baacksara,
1542629,Baader Bank INC,baaderbank,
1292864,BAADER HELVEA INC.,baaderhelvea,
1311697,BAALBERGEN ARIE,baalbergenarie,
1289349,Baalman Brian,baalmanbrian,
1289349,BAALMAN BRIAN,baalmanbrian,
1356214,Baalmann Richard Fenton JR,baalmannrichardfentonjr,
1356214,BAALMANN RICHARD FENTON JR,baalmannrichardfentonjr,
1356214,Baalmann Richard Fenton JR,baalmannrichardfentonjr,
1356214,BAALMANN RICHARD FENTON JR,baalmannrichardfentonjr,
1356214,Baalmann Richard Fenton JR,baalmannrichardfentonjr,
1356214,BAALMANN RICHARD FENTON JR,baalmannrichardfentonjr,
1356214,Baalmann Richard Fenton JR,baalmannrichardfentonjr,
1356214,BAALMANN RICHARD FENTON JR,baalmannrichardfentonjr,
1356214,Baalmann Richard Fenton JR,baalmannrichardfentonjr,
1356214,BAALMANN RICHARD FENTON JR,baalmannrichardfentonjr,
1356214,Baalmann Richard Fenton JR,baalmannrichardfentonjr,
1563264,"BAAM Palmetto Strategic Partnership, L.P.",baampalmettostrategicpartnership,
876516,BAAN CO N V,baannv,
919898,BAAN CO N V,baannv,
944624,BAAN CO N V,baannv,
944624,BAAN CO N V,baannv,
944624,BAAN CO N V,baannv,
944624,BAAN CO N V,baannv,
1001840,BAAN CO N V,baannv,
1008272,BAAN INVESTMENT BV,baaninvestment,
1213545,BAAN JAN,baanjan,
1577038,"BAAPLIFE1-2013, LLC",baaplife12013,
1610879,"BAAPLIFE2-2014, LLC",baaplife22014,
1645611,"BAAPLIFE3-2015, LLC",baaplife32015,
1682464,"BAAPLIFE4-2016, LLC",baaplife42016,
1079841,BAAR GERY,baargery,
1226811,BAARCKE CHARLES F JR,baarckecharlesfjr,
1366706,Baas Roxy M,baasroxym,
1366706,BAAS ROXY M,baasroxym,
1220082,BAASEL CARL F,baaselcarlf,
1665414,Baazov David,baazovdavid,
1263197,BAB BIO VENTURES LLP,babbioventures,
1263198,BAB BIO VENTURES NV,babbioventures,
1688976,BABA JOE DIAMOND VENTURES US INC.,babajoediamondventuresus,
1616002,"Baba's Backyard, LLC",babasbackyard,
1615648,Babacan Thomas,babacanthomas,
1443093,BABAD SHOLOM CHAIM,babadsholomchaim,
1208255,BABALU LLC,babalu,
1270229,BABANI SUSIE,babanisusie,
1660243,Babay Karim,babaykarim,
1190359,BABB DOUGLAS J,babbdouglasj,
1193948,BABB HENRY C,babbhenryc,
1280368,BABB JACK J,babbjackj,
1575424,BABB JAMES G. III,babbjamesgiii,
1575424,Babb James G. III,babbjamesgiii,
1202719,BABB RALPH W JR,babbralphwjr,
1250980,BABB ROGER A,babbrogera,
1443639,BABBACO LLC,babbaco,
1430778,Babbage-Jackson Lisa K,babbagejacksonlisak,
833443,BABBAGES INC,babbages,
1295989,BABBALU COM LLC,babbalucom,
1018796,BABBIO LAWRENCE T JR,babbiolawrencetjr,
1527144,Babbit Joel M.,babbitjoelm,
1527144,BABBIT JOEL M.,babbitjoelm,
1527144,Babbit Joel M.,babbitjoelm,
1138501,BABBITT GARY D,babbittgaryd,
1484307,BABBITT GARY L,babbittgaryl,
1307235,BABBITT GEORGE T,babbittgeorget,
1307235,Babbitt George T,babbittgeorget,
1307235,BABBITT GEORGE T,babbittgeorget,
1307235,Babbitt George T,babbittgeorget,
1307235,BABBITT GEORGE T,babbittgeorget,
1307235,Babbitt George T,babbittgeorget,
1371657,BABBITT J EVERETT,babbittjeverett,
1292910,Babbitt J Randolph,babbittjrandolph,
1292910,BABBITT J RANDOLPH,babbittjrandolph,
1292910,Babbitt J Randolph,babbittjrandolph,
1292910,BABBITT J RANDOLPH,babbittjrandolph,
1292910,Babbitt J Randolph,babbittjrandolph,
1292910,BABBITT J RANDOLPH,babbittjrandolph,
1292910,Babbitt J Randolph,babbittjrandolph,
1195930,BABBITT RICHARD G,babbittrichardg,
1454558,BABBLE MEDIA INC,babblemedia,
1538895,BABBRAH BHUPINDER,babbrahbhupinder,
1204648,BABBS DONALD A,babbsdonalda,
1302052,Babbs Maia A,babbsmaiaa,
1228439,BABBUSH ROBERT A,babbushroberta,
1407298,BABCOCK & BROWN AIR LTD,babcockbrownair,
1407298,Babcock & Brown Air LTD,babcockbrownair,
1407298,BABCOCK & BROWN AIR LTD,babcockbrownair,
1407298,Babcock & Brown Air LTD,babcockbrownair,
1407298,BABCOCK & BROWN AIR LTD,babcockbrownair,
1407298,Babcock & Brown Air LTD,babcockbrownair,
740706,BABCOCK & BROWN FINANCIAL CO LLC /BD,babcockbrownfinancialbd,
740706,BABCOCK & BROWN FINANCIAL CO. LLC,babcockbrownfinancial,
1418286,Babcock & Brown Infrastructure Fund North America LP,babcockbrowninfrastructurefundnorthamerica,
1306884,BABCOCK & BROWN INTERNATIONAL PTY LTD,babcockbrowninternational,
1414863,"Babcock & Brown JET-i Co., Ltd.",babcockbrownjeti,
1306883,BABCOCK & BROWN LTD,babcockbrown,
1306883,Babcock & Brown Ltd,babcockbrown,
1306883,BABCOCK & BROWN LTD,babcockbrown,
1306883,Babcock & Brown Ltd,babcockbrown,
1361614,BABCOCK & BROWN LTD,babcockbrown,
1589185,BABCOCK & BROWN SECURITIES LLC,babcockbrownsecurities,
1630805,"Babcock & Wilcox Enterprises, Inc.",babcockwilcoxenterprises,
1474839,BABCOCK ALICE M.,babcockalicem,
1359820,BABCOCK DWIGHT WILLIAM,babcockdwightwilliam,
1359820,Babcock Dwight William,babcockdwightwilliam,
1359820,BABCOCK DWIGHT WILLIAM,babcockdwightwilliam,
1359820,Babcock Dwight William,babcockdwightwilliam,
1359858,Babcock Henry D,babcockhenryd,
1359858,BABCOCK HENRY D,babcockhenryd,
1359858,Babcock Henry D,babcockhenryd,
1516323,Babcock International Group PLC/ADR,babcockinternationalgroupplcadr,
1705702,Babcock Ken,babcockken,
1550481,BABCOCK LUMBER CO,babcocklumber,
1281821,BABCOCK RUSSELL C,babcockrussellc,
1253314,BABCOCK WAYNE,babcockwayne,
1428680,Babcoke George F,babcokegeorgef,
1428680,BABCOKE GEORGE F,babcokegeorgef,
1428680,Babcoke George F,babcokegeorgef,
1428680,BABCOKE GEORGE F,babcokegeorgef,
1428680,Babcoke George F,babcokegeorgef,
1688099,Babcoke Jason,babcokejason,
1505992,BABE GREGORY S.,babegregorys,
1505992,Babe Gregory S.,babegregorys,
1505992,BABE GREGORY S.,babegregorys,
1505992,Babe Gregory S.,babegregorys,
1669114,"Babe's Sports Page, Inc.",babessportspage,
1686358,"Babel Bark, Inc.",babelbark,
1707877,Babel Inc.,babel,
1457050,Babel John Patrick,babeljohnpatrick,
1457050,BABEL JOHN PATRICK,babeljohnpatrick,
1457050,Babel John Patrick,babeljohnpatrick,
1170536,BABEL SOFTWARE CORP,babelsoftware,
1601080,"Babel Street, Inc.",babelstreet,
1328413,Babensee Robert W,babenseerobertw,
1328413,BABENSEE ROBERT W,babenseerobertw,
1538504,BABER BILL M,baberbillm,
1167626,BABER RODNEY D,baberrodneyd,
1336927,Babeux Daniel,babeuxdaniel,
1546378,BABIAK JANICE M.,babiakjanicem,
1546378,Babiak Janice M.,babiakjanicem,
1392988,BABIARZ PETER B,babiarzpeterb,
1179563,BABICH GEORGE JR,babichgeorgejr,
1388139,BABICH JOHN W,babichjohnw,
1388139,Babich John W,babichjohnw,
1368078,BABICH MICHAEL L,babichmichaell,
1368078,Babich Michael L,babichmichaell,
1052392,BABICH MILDRED,babichmildred,
1356109,BABICH TIMOTHY C,babichtimothyc,
1356109,Babich Timothy C,babichtimothyc,
1255143,BABICH WALTER P,babichwalterp,
1042532,BABILLA TERRENCE M,babillaterrencem,
1404754,BABILONIA MIGUEL A,babiloniamiguela,
1404754,Babilonia Miguel A,babiloniamiguela,
1183011,BABILYA JOHN T,babilyajohnt,
1647715,Babin Dane M.,babindanem,
1199655,BABIN DARON,babindaron,
1078183,BABIN GARY,babingary,
1708066,Babin Joe,babinjoe,
1055914,BABINE ROBERT J,babinerobertj,
1390803,BABINGTON JUMPERS LLC,babingtonjumpers,
1302630,Babini Carlos,babinicarlos,
1302630,BABINI CARLOS,babinicarlos,
1302630,Babini Carlos,babinicarlos,
1377861,BABINS MARC,babinsmarc,
1498376,Babiss Lee,babisslee,
1498376,BABISS LEE,babisslee,
1498376,Babiss Lee,babisslee,
1498376,BABISS LEE,babisslee,
1498376,Babiss Lee,babisslee,
1461132,Babitt Gail L.,babittgaill,
1461132,BABITT GAIL L.,babittgaill,
1461132,Babitt Gail L.,babittgaill,
1461132,BABITT GAIL L.,babittgaill,
1461132,Babitt Gail L.,babittgaill,
1310799,BABITT JOHN L,babittjohnl,
1310799,Babitt John L,babittjohnl,
1325202,BABKA JEFFREY,babkajeffrey,
1250896,BABKA JEFFREY A,babkajeffreya,
1343103,BABLAK ROBERT JR,bablakrobertjr,
1195083,BABLITCH STEPHEN E,bablitchstephene,
1129848,BABLITZ GREGORY,bablitzgregory,
1661396,"Babo Botanicals, LLC",babobotanicals,
1042735,BABROCK DONALD K,babrockdonaldk,
1179707,BABROWSKI CLAIRE H,babrowskiclaireh,
1503878,BABSON CAPITAL CORE FIXED INCOME FUND L.P.,babsoncapitalcorefixedincomefund,
1503878,Babson Capital Core Fixed Income Fund L.P.,babsoncapitalcorefixedincomefund,
1560732,Babson Capital Core Fixed Income Master Fund L.P.,babsoncapitalcorefixedincomemasterfund,
275694,BABSON CAPITAL CORPORATE INVESTORS,babsoncapitalcorporateinvestors,
1674048,Babson Capital Finance LLC,babsoncapitalfinance,
1501011,"Babson Capital Floating Rate Income Fund, L.P.",babsoncapitalfloatingrateincomefund,
1501011,"BABSON CAPITAL FLOATING RATE INCOME FUND, L.P.",babsoncapitalfloatingrateincomefund,
1501011,"Babson Capital Floating Rate Income Fund, L.P.",babsoncapitalfloatingrateincomefund,
1501012,"Babson Capital Floating Rate Income Master Fund, L.P.",babsoncapitalfloatingrateincomemasterfund,
1501012,"BABSON CAPITAL FLOATING RATE INCOME MASTER FUND, L.P.",babsoncapitalfloatingrateincomemasterfund,
1501012,"Babson Capital Floating Rate Income Master Fund, L.P.",babsoncapitalfloatingrateincomemasterfund,
1552462,"BABSON CAPITAL FLOATING RATE INCOME OFFSHORE FUND, LTD.",babsoncapitalfloatingrateincomeoffshorefund,
1552462,"Babson Capital Floating Rate Income Offshore Fund, Ltd.",babsoncapitalfloatingrateincomeoffshorefund,
1577579,BABSON CAPITAL FUNDS TRUST,babsoncapitalfundstrust,
1577579,Babson Capital Funds Trust,babsoncapitalfundstrust,
1561339,Babson Capital Global Advisors Ltd,babsoncapitalglobaladvisors,
1521404,BABSON CAPITAL GLOBAL FLOATING RATE & INCOME FUND,babsoncapitalglobalfloatingrateincomefund,
1521404,BABSON CAPITAL GLOBAL FLOATING RATE & INCOME FUND,babsoncapitalglobalfloatingrateincomefund,
1574024,BABSON CAPITAL GLOBAL HIGH YIELD CREDIT OPPORTUNITY FUND,babsoncapitalglobalhighyieldcreditopportunityfund,
1582591,Babson Capital Global Investment Funds 2 plc,babsoncapitalglobalinvestmentfunds2,
1502146,Babson Capital Global Investment Funds plc,babsoncapitalglobalinvestmentfunds,
1502146,BABSON CAPITAL GLOBAL INVESTMENT FUNDS PLC,babsoncapitalglobalinvestmentfunds,
1502146,Babson Capital Global Investment Funds plc,babsoncapitalglobalinvestmentfunds,
1521404,BABSON CAPITAL GLOBAL SHORT DURATION HIGH YIELD FUND,babsoncapitalglobalshortdurationhighyieldfund,
1521404,BABSON CAPITAL GLOBAL SHORT DURATION HIGH YIELD FUND,babsoncapitalglobalshortdurationhighyieldfund,
1627320,Babson Capital Global Special Situations Credit 2 LP,babsoncapitalglobalspecialsituationscredit2,
1515694,Babson Capital Global Umbrella Fund plc,babsoncapitalglobalumbrellafund,
1515694,BABSON CAPITAL GLOBAL UMBRELLA FUND PLC,babsoncapitalglobalumbrellafund,
1515694,Babson Capital Global Umbrella Fund plc,babsoncapitalglobalumbrellafund,
1321302,Babson Capital High Yield LLC,babsoncapitalhighyield,
1321302,BABSON CAPITAL HIGH YIELD LLC,babsoncapitalhighyield,
1321302,Babson Capital High Yield LLC,babsoncapitalhighyield,
9015,BABSON CAPITAL MANAGEMENT LLC,babsoncapitalmanagement,
1359093,Babson Capital Management LLC/CA,babsoncapitalmanagementllcca,
831655,BABSON CAPITAL PARTICIPATION INVESTORS,babsoncapitalparticipationinvestors,
930012,BABSON CAPITAL SECURITIES INC,babsoncapitalsecurities,
930012,BABSON CAPITAL SECURITIES LLC,babsoncapitalsecurities,
1320546,Babson Capital Small Cap Growth LLC,babsoncapitalsmallcapgrowth,
1503879,Babson Capital Total Return Fund L.P.,babsoncapitaltotalreturnfund,
1503879,"BABSON CAPITAL TOTAL RETURN FUND, L.P.",babsoncapitaltotalreturnfund,
1560739,Babson Capital Total Return Master Fund L.P.,babsoncapitaltotalreturnmasterfund,
1666705,Babson CLO Investment Partners (Cayman) LP,babsoncloinvestmentpartnerscayman,
1666706,Babson CLO Investment Partners LP,babsoncloinvestmentpartners,
9014,BABSON D L BOND TRUST,babsondlbondtrust,
313397,BABSON D L MONEY MARKET FUND INC,babsondlmoneymarketfund,
313565,BABSON D L MONEY MARKET FUND INC,babsondlmoneymarketfund,
313565,BABSON D L MONEY MARKET FUND INC,babsondlmoneymarketfund,
312538,BABSON D L TAX FREE INCOME FUND INC,babsondltaxfreeincomefund,
313136,BABSON D L TAX FREE INCOME FUND INC,babsondltaxfreeincomefund,
313136,BABSON D L TAX FREE INCOME FUND INC,babsondltaxfreeincomefund,
9015,BABSON DAVID L & CO INC,babsondavidl,
9015,BABSON DAVID L & CO INC,babsondavidl,
9017,BABSON DAVID L GROWTH FUND INC,babsondavidlgrowthfund,
873076,BABSON ENTERPRISE FUND II INC,babsonenterprisefundii,
873076,BABSON ENTERPRISE FUND II INC /MO/,babsonenterprisefundiimo,
725496,BABSON ENTERPRISE FUND INC,babsonenterprisefund,
1652093,"Babson Global Credit Fund (LUX) SCSp, SICAV-SIF",babsonglobalcreditfundluxscspsicavsif,
1458599,"Babson Global Macro Partners, L.P.",babsonglobalmacropartners,
1645418,Babson Investment Grade CLO Debt Fund LP,babsoninvestmentgradeclodebtfund,
1362970,Babson Mezzanine Realty Investors LP,babsonmezzaninerealtyinvestors,
1084666,BABSON NICHOLAS C,babsonnicholasc,
930012,BABSON SECURITIES CORPORATION,babsonsecurities,
1201101,BABSON STEPHEN E,babsonstephene,
823338,BABSON STEWART IVORY INTERNATIONAL FUND INC,babsonstewartivoryinternationalfund,
101072,BABSON UNITED INVESTMENT ADVISORS INC,babsonunitedinvestmentadvisors,
1140748,BABSON UNITED INVESTMENT ADVISORS INC/MA,babsonunitedinvestmentadvisorsincma,
753901,BABSON VALUE FUND INC,babsonvaluefund,
1452635,Babu Yarlagadda S,babuyarlagaddas,
1452635,BABU YARLAGADDA S,babuyarlagaddas,
1452635,Babu Yarlagadda S,babuyarlagaddas,
1452635,BABU YARLAGADDA S,babuyarlagaddas,
1452635,Babu Yarlagadda S,babuyarlagaddas,
1634349,Babun Teofilo Abraham,babunteofiloabraham,
1508262,BABY ALL CORP.,babyall,
1643014,Baby Barista Co,babybarista,
1643014,"Baby Barista Company, Inc",babybarista,
1362997,BABY BASICS LLLP,babybasicslllp,
1367020,"BABY DEPOT OF CALIFORNIA, LLC",babydepotcalifornia,
1367020,"Baby Depot of California, LLC",babydepotcalifornia,
1367020,"BABY DEPOT OF CALIFORNIA, LLC",babydepotcalifornia,
927806,BABY SUPERSTORE INC,babysuperstore,
1342985,BABY WIZE LLC,babywize,
1581066,Baby Zach's Fine Foods Inc,babyzachsfinefoods,
1487947,"BabyAge.com, Inc.",babyagecom,
1395309,BABYAK NICHOLAS CLARK JR,babyaknicholasclarkjr,
1228614,BABYBACK S ENTERPRISES INC,babybacksenterprises,
1396919,BABYDOLL INVESTMENT L P,babydollinvestmentlp,
1386041,BabyDot Co,babydot,
1386041,BABYDOT CO,babydot,
1557800,Babylon Ltd,babylon,
1646801,"BabyPage, Inc.",babypage,
1082233,BABYS BEST COM INC,babysbestcom,
1082233,BABYS BEST LABORATORIES,babysbestlaboratories,
1354605,BABYSITTERS LLC,babysitters,
1325118,"BABYUNIVERSE, INC.",babyuniverse,
1325118,"BABYUNIVERSE, INC.",babyuniverse,
1359870,BAC Caiptal Trust XIV,baccaiptaltrustxiv,
1359870,BAC CAIPTAL TRUST XIV,baccaiptaltrustxiv,
1160400,BAC CAPITAL TRUST I,baccapitaltrusti,
1160402,BAC CAPITAL TRUST II,baccapitaltrustii,
1160403,BAC CAPITAL TRUST III,baccapitaltrustiii,
1160404,BAC CAPITAL TRUST IV,baccapitaltrustiv,
1320660,BAC CAPITAL TRUST IX,baccapitaltrustix,
1224521,BAC CAPITAL TRUST V,baccapitaltrustv,
1224522,BAC CAPITAL TRUST VI,baccapitaltrustvi,
1224524,BAC CAPITAL TRUST VII,baccapitaltrustvii,
1320659,BAC Capital Trust VIII,baccapitaltrustviii,
1320659,BAC CAPITAL TRUST VIII,baccapitaltrustviii,
1320659,BAC Capital Trust VIII,baccapitaltrustviii,
1320661,BAC CAPITAL TRUST X,baccapitaltrustx,
1322198,BAC CAPITAL TRUST XI,baccapitaltrustxi,
1322199,BAC CAPITAL TRUST XII,baccapitaltrustxii,
1359869,BAC Capital Trust XIII,baccapitaltrustxiii,
1359869,BAC CAPITAL TRUST XIII,baccapitaltrustxiii,
1359869,BAC Capital Trust XIII,baccapitaltrustxiii,
1359869,BAC CAPITAL TRUST XIII,baccapitaltrustxiii,
1359869,BAC Capital Trust XIII,baccapitaltrustxiii,
1359870,BAC Capital Trust XIV,baccapitaltrustxiv,
1359870,BAC CAPITAL TRUST XIV,baccapitaltrustxiv,
1359870,BAC Capital Trust XIV,baccapitaltrustxiv,
1359875,BAC Capital Trust XIX,baccapitaltrustxix,
1359875,BAC CAPITAL TRUST XIX,baccapitaltrustxix,
1359875,BAC Capital Trust XIX,baccapitaltrustxix,
1359871,BAC Capital Trust XV,baccapitaltrustxv,
1359871,BAC CAPITAL TRUST XV,baccapitaltrustxv,
1359871,BAC Capital Trust XV,baccapitaltrustxv,
1359871,BAC CAPITAL TRUST XV,baccapitaltrustxv,
1359871,BAC Capital Trust XV,baccapitaltrustxv,
1359872,BAC Capital Trust XVI,baccapitaltrustxvi,
1359872,BAC CAPITAL TRUST XVI,baccapitaltrustxvi,
1359872,BAC Capital Trust XVI,baccapitaltrustxvi,
1359873,BAC Capital Trust XVII,baccapitaltrustxvii,
1359873,BAC CAPITAL TRUST XVII,baccapitaltrustxvii,
1359873,BAC Capital Trust XVII,baccapitaltrustxvii,
1359874,BAC Capital Trust XVIII,baccapitaltrustxviii,
1359874,BAC CAPITAL TRUST XVIII,baccapitaltrustxviii,
1359874,BAC Capital Trust XVIII,baccapitaltrustxviii,
1361782,BAC Capital Trust XX,baccapitaltrustxx,
1361782,BAC CAPITAL TRUST XX,baccapitaltrustxx,
1361782,BAC Capital Trust XX,baccapitaltrustxx,
811093,BAC FLORIDA INVESTMENTS CORP /BD,bacfloridainvestmentsbd,
811093,BAC FLORIDA INVESTMENTS CORP.,bacfloridainvestments,
1521607,"BAC Home Loans Servicing, LP",bachomeloansservicing,
1521607,"BAC HOME LOANS SERVICING, LP",bachomeloansservicing,
1476081,"BAC INVESTORS I, LLC",bacinvestorsi,
1565233,"BAC Operating, LLC",bacoperating,
1521865,"BAC-MP Absolute Return Fund, LLC",bacmpabsolutereturnfund,
1521865,"BAC-MP ABSOLUTE RETURN FUND, LLC",bacmpabsolutereturnfund,
1521865,"BAC-MP Absolute Return Fund, LLC",bacmpabsolutereturnfund,
1382961,BACA GEORGIA M,bacageorgiam,
1292119,Baca Georgia Marino,bacageorgiamarino,
1315893,Baca Green Energy LLC,bacagreenenergy,
1685707,Baca Ivan,bacaivan,
1556251,BACA MATTHEW EDWARD,bacamatthewedward,
1556251,Baca Matthew Edward,bacamatthewedward,
1343870,BACA ROBERT D,bacarobertd,
1106327,BACA RONALD R,bacaronaldr,
1449808,Bacahr Shmuel,bacahrshmuel,
1312111,BACAL NORM,bacalnorm,
1312111,Bacal Norm,bacalnorm,
1312111,BACAL NORM,bacalnorm,
1312111,Bacal Norm,bacalnorm,
1312111,BACAL NORM,bacalnorm,
1312111,Bacal Norm,bacalnorm,
1312111,BACAL NORM,bacalnorm,
1312111,Bacal Norm,bacalnorm,
1312111,BACAL NORM,bacalnorm,
1312111,Bacal Norm,bacalnorm,
1312111,BACAL NORM,bacalnorm,
1312111,Bacal Norm,bacalnorm,
1257042,BACALIS ATHENA,bacalisathena,
1117791,BACAP ALTERNATIVE MONTAGE FUND LLC,bacapalternativemontagefund,
1202047,BACAP ALTERNATIVE MULT STRATEGY FUND LLC,bacapalternativemultstrategyfund,
1202047,BACAP ALTERNATIVE MULTI-STRATEGY FUND LLC,bacapalternativemultistrategyfund,
1071392,"BACAP DISTRIBUTORS, LLC",bacapdistributors,
1459957,BACAP Diversified Real Estate Fund LP,bacapdiversifiedrealestatefund,
1459971,BACAP Institutional Multi-Strategy Hedge Fund Ltd,bacapinstitutionalmultistrategyhedgefund,
1171826,BACAP MULTI STRATEGY HEDGE FUND LLC,bacapmultistrategyhedgefund,
1164976,BACAP MULTI STRATEGY HEDGE FUND LTD,bacapmultistrategyhedgefund,
1459891,BACAP Multi-Strategy Hedge Fund LLC - Series I,bacapmultistrategyhedgefundseriesi,
1459891,"BACAP MULTI-STRATEGY HEDGE FUND, LLC, SERIES I",bacapmultistrategyhedgefundseriesi,
1168890,BACAP OPPORTUNITY STRATEGY LLC,bacapopportunitystrategy,
1168890,BACAP TECHNOLOGY FUND LLC,bacaptechnologyfund,
1307712,BACARA LLC,bacara,
1576078,BACARDI III JOAQUIN E,bacardiiiijoaquine,
1093684,BACARDI LTD/                                            /FI,bacardifi,
1093684,BACARDI LTD/ /FI,bacardifi,
1093684,BACARDI LTD/ /FI,bacardifi,
1369207,BACARELLA HOLDINGS CORP.,bacarella,
1630015,Bacastow Shelley J,bacastowshelleyj,
1272647,BACC FOUNDERS II LLC,baccfoundersii,
1272603,BACC FOUNDERS LLC,baccfounders,
1639432,BACC Med-Tech Fund I LLC,baccmedtechnologyfundi,
1678091,BACC MED-TECH FUND II LLC,baccmedtechnologyfundii,
1674811,Baccei Kelley,bacceikelley,
1234977,BACCHI CHARLES W,bacchicharlesw,
1200352,BACCHI JOSEPHINE,bacchijosephine,
1234547,BACCHIERI GREGG,bacchierigregg,
1426337,BACCHUS CAPITAL LP,bacchuscapital,
1074134,BACCHUS EUSTACE RUDYARD /BD,bacchuseustacerudyardbd,
1415408,BACCHUS FILINGS INC.,bacchusfilings,
1522176,Bacchus Judith L,bacchusjudithl,
1522176,BACCHUS JUDITH L,bacchusjudithl,
1522176,Bacchus Judith L,bacchusjudithl,
1522176,BACCHUS JUDITH L,bacchusjudithl,
1522176,Bacchus Judith L,bacchusjudithl,
1319006,Bacchus LLC,bacchus,
1075511,BACCI ARTHUR J,bacciarthurj,
1143045,BACCI ROBERT M RPT PHYSICAL THERAPY INC,baccirobertmrptphysicaltherapy,
1402321,BACCI TIMOTHY P,baccitimothyp,
1402321,Bacci Timothy P,baccitimothyp,
1402321,BACCI TIMOTHY P,baccitimothyp,
1402321,Bacci Timothy P,baccitimothyp,
1029183,BACCIAGALUPPI RICHARD J,bacciagaluppirichardj,
1686193,Baccile Peter E.,baccilepetere,
1475831,BACCO BACCO PRODUCTIONS LLC,baccobaccoproductions,
1195982,BACCUS STEVE,baccussteve,
1294253,"BACE CAPITAL ADVISORS, LLC",bacecapitaladvisors,
1569104,"BACELINE DEBT FREE INCOME FUND IV, LLC",bacelinedebtfreeincomefundiv,
1569104,"Baceline Debt Free Income Fund IV, LLC",bacelinedebtfreeincomefundiv,
1466229,"Baceline Distressed Real Estate & Debt Opportunities Fund, LLC",bacelinedistressedrealestatedebtopportunitiesfund,
1661604,"Baceline High Yield Income Fund, LLC",bacelinehighyieldincomefund,
1534464,BACELINE LONE TREE MOB,bacelinelonetreemob,
1574424,"BACELINE OPPORTUNITIES FUND, LLC",bacelineopportunitiesfund,
1574424,"Baceline Opportunities Fund, LLC",bacelineopportunitiesfund,
1428281,BACELINE VALUE FUND I LLC,bacelinevaluefundi,
1498961,Bacerra Lisa Beth,bacerralisabeth,
1666622,Bach Carl L III,bachcarlliii,
1711138,Bach Co-investment L.P.1,bachinvestmentlp1,
1711148,Bach Co-investment L.P.2,bachinvestmentlp2,
1442427,Bach David J,bachdavidj,
1378177,BACH DOUGLAS C,bachdouglasc,
1224550,BACH GILBERT F,bachgilbertf,
1242736,BACH HAROLD H JR,bachharoldhjr,
1667391,Bach Investment Advisors Ltd,bachinvestmentadvisors,
1716027,Bach Lead Co-investment L.P.,bachleadinvestment,
